time,open,high,low,close,Volume,Volume MA
1578348000,8834.9,8879.1,8819.4,8847,NaN,NaN
1578434400,8821.8,8956.8,8663.3,8914.4,NaN,NaN
1578520800,8931,9007.3,8918,8991.8,NaN,NaN
1578607200,8991.3,9040.8,8952.3,8968.5,NaN,NaN
1578866400,8965.9,9073.5,8965.9,9071.7,NaN,NaN
1578952800,9074.9,9102.3,9022.9,9038.6,NaN,NaN
1579039200,9046.6,9084.3,9011.7,9041.4,NaN,NaN
1579125600,9063,9127.5,9052.8,9126.6,NaN,NaN
1579212000,9123.8,9178.7,9119.6,9172.1,NaN,NaN
1579471200,9161.6,9177.7,9151,9166.7,NaN,NaN
1579557600,9162.3,9190.2,9106.3,9171.7,NaN,NaN
1579644000,9168.6,9245.2,9165.9,9192.6,NaN,NaN
1579730400,9177.6,9224.6,9143.1,9219.2,NaN,NaN
1579816800,9247,9279.4,9102.5,9143.5,NaN,NaN
1580076000,9045.3,9061.1,8919.8,8954.8,NaN,NaN
1580162400,8943.9,9114,8942.7,9092.9,NaN,NaN
1580248800,9112.3,9153.4,9067.3,9104,NaN,NaN
1580335200,9101.3,9142.4,8998,9138.1,NaN,NaN
1580421600,9213.1,9242.7,8960.3,8989.1,NaN,NaN
1580680800,8970.1,9151.4,8970.1,9126.4,NaN,NaN
1580767200,9091.4,9355.1,9069.3,9336.5,NaN,NaN
1580853600,9351.1,9458.1,9313.7,9371,NaN,NaN
1580940000,9380.2,9454.2,9356.6,9446.1,NaN,NaN
1581026400,9456.2,9460.7,9377.1,9402.7,NaN,NaN
1581285600,9390.9,9518.7,9324.2,9518.6,NaN,NaN
1581372000,9511.8,9602.7,9495.6,9519.3,NaN,NaN
1581458400,9527.1,9618.3,9518.6,9615.2,NaN,NaN
1581544800,9610,9638.2,9504.9,9598.3,NaN,NaN
1581631200,9615.7,9653.1,9583.1,9623.6,NaN,NaN
1581890400,9625.9,9682.5,9625.9,9662,NaN,NaN
1581976800,9578.1,9649.6,9529.4,9630.8,NaN,NaN
1582063200,9631.8,9740.5,9630,9720.6,NaN,NaN
1582149600,9731.5,9755.2,9506.4,9626.6,NaN,NaN
1582236000,9605.2,9616.5,9404.4,9446.2,NaN,NaN
1582495200,9344.2,9357,9035.1,9079.3,NaN,NaN
1582581600,9076.2,9219,8805.4,8834.2,NaN,NaN
1582668000,8858.6,9033.1,8705,8873,NaN,NaN
1582754400,8811.8,8873.1,8427.1,8427.5,NaN,NaN
1582840800,8348.7,8489.7,8124.1,8472,NaN,NaN
1583100000,8304.2,8874.7,8245.2,8873.9,NaN,NaN
1583186400,8832.8,8999.5,8510.2,8593.1,NaN,NaN
1583272800,8550.2,8948.2,8507.2,8942.2,NaN,NaN
1583359200,8880.1,8898.2,8610,8669.6,NaN,NaN
1583445600,8671.3,8724.8,8311.1,8526.5,NaN,NaN
1583704800,8301.9,8309.1,7819.2,7916.2,NaN,NaN
1583791200,7886.1,8379.2,7816.7,8358.3,NaN,NaN
1583877600,8307.3,8333.9,7894,8007.7,NaN,NaN
1583964000,7989.1,8104.7,7131.7,7161.3,NaN,NaN
1584050400,7100.1,7974.6,6942.4,7919.6,NaN,NaN
1584309600,7894.9,7894.9,6922,7049.6,NaN,NaN
1584396000,7037.7,7550.6,6946.6,7364.4,NaN,NaN
1584482400,7330.3,7391.6,6823.2,7252.2,NaN,NaN
1584568800,7234.3,7511.1,6887.1,7193.7,NaN,NaN
1584655200,7182.1,7639.2,6961.4,6974.3,NaN,NaN
1584914400,6759.2,7322.2,6625.2,6983.7,NaN,NaN
1585000800,7031.6,7580.8,7028.5,7561.7,NaN,NaN
1585087200,7556.3,7768.2,7379.5,7485.9,NaN,NaN
1585173600,7499.9,7899.9,7317.8,7869.6,NaN,NaN
1585260000,7887.7,7898.4,7561.8,7575.4,NaN,NaN
1585519200,7377.3,7890.2,7377.3,7860.4,NaN,NaN
1585605600,7854.1,8000.2,7753.1,7787.1,NaN,NaN
1585692000,7771.4,7774.6,7409.9,7469.4,NaN,NaN
1585778400,7470.7,7659.7,7380.2,7625.2,NaN,NaN
1585864800,7623.1,7663,7427,7521.8,NaN,NaN
1586124000,7547,8100.4,7547,8039.6,NaN,NaN
1586210400,8026,8305.2,7950.4,8000.4,NaN,NaN
1586296800,8009.5,8243.9,7955.4,8203.4,NaN,NaN
1586383200,8186.4,8328.4,8104.7,8227.7,NaN,NaN
1586728800,8305.4,8339.4,8076.7,8339.4,NaN,NaN
1586815200,8343.7,8705,8321,8705,NaN,NaN
1586901600,8700.8,8705.8,8488.7,8577.3,NaN,NaN
1586988000,8578.1,8845.5,8503.5,8839.2,NaN,NaN
1587074400,8934,8969.3,8693.2,8811,NaN,NaN
1587333600,8795.6,8850,8692.2,8717.2,NaN,NaN
1587420000,8706,8766.7,8347.3,8440.3,NaN,NaN
1587506400,8448.2,8703.1,8406.4,8639.1,NaN,NaN
1587592800,8631.2,8792.7,8587.2,8608.3,NaN,NaN
1587679200,8582.5,8787.9,8506.2,8776.7,NaN,NaN
1587938400,8802.9,8905,8738.4,8826.7,NaN,NaN
1588024800,8824.1,8954.1,8663.3,8708,NaN,NaN
1588111200,8774,9127.7,8743,9127.2,NaN,NaN
1588197600,9106.3,9153.2,8866.4,8876.9,NaN,NaN
1588284000,8844.8,8888.1,8681.9,8725.9,NaN,NaN
1588543200,8616.8,8836.9,8567.2,8819.7,NaN,NaN
1588629600,8813.6,9030.8,8810.3,8944.1,NaN,NaN
1588716000,8934.1,9066.3,8887.9,8958,NaN,NaN
1588802400,8953.1,9135.8,8940.1,9127.8,NaN,NaN
1588888800,9114.5,9244.6,9109.8,9226.1,NaN,NaN
1589148000,9208.7,9346.2,9126.2,9287.4,NaN,NaN
1589234400,9287.7,9352.4,9048.7,9051.7,NaN,NaN
1589320800,9052.8,9210.2,8886.4,9021.1,NaN,NaN
1589407200,9018.4,9111.2,8854.4,9096.7,NaN,NaN
1589493600,9086.1,9154.5,8932.4,9103.8,NaN,NaN
1589752800,9141.7,9367.6,9116.8,9323.6,NaN,NaN
1589839200,9321.1,9422.2,9290.1,9302.6,NaN,NaN
1589925600,9284.7,9500.3,9275.8,9497.8,NaN,NaN
1590012000,9497.4,9513,9354.2,9361.6,NaN,NaN
1590098400,9357.1,9420.3,9244.5,9409.8,NaN,NaN
1590357600,9392.2,9538.7,9391.7,9532.4,NaN,NaN
1590444000,9527.3,9606,9376,9413.4,NaN,NaN
1590530400,9406.5,9510.3,9176.3,9443.9,NaN,NaN
1590616800,9430,9567.4,9322.4,9463.1,NaN,NaN
1590703200,9448.2,9584,9374.1,9575.3,NaN,NaN
1590962400,9499.8,9607.2,9452,9595.1,NaN,NaN
1591048800,9586.6,9671.6,9507,9659.6,NaN,NaN
1591135200,9654,9727.6,9636.6,9691.8,NaN,NaN
1591221600,9682.7,9742.4,9572.7,9643.9,NaN,NaN
1591308000,9637.1,9846.2,9602.9,9808,NaN,NaN
1591567200,9815,9900.9,9748.3,9883.7,NaN,NaN
1591653600,9879.8,10004.9,9812.2,9961.1,NaN,NaN
1591740000,9965.5,10155.4,9958.6,10087.9,NaN,NaN
1591826400,10080.9,10104.7,9584,9620.2,NaN,NaN
1591912800,9609.3,9848.4,9494.4,9644.4,NaN,NaN
1592172000,9516.1,9813.5,9380.1,9811.7,NaN,NaN
1592258400,9805.3,10013.2,9798.8,9970.5,NaN,NaN
1592344800,9954.2,10059.2,9927,9998.7,NaN,NaN
1592431200,9990,10040.7,9878.5,10000.8,NaN,NaN
1592517600,10030.8,10123.5,9928.8,9936.3,NaN,NaN
1592776800,9867.6,10144.6,9854.8,10132.6,NaN,NaN
1592863200,10130,10306.9,9984.2,10187.8,NaN,NaN
1592949600,10188.2,10252.4,9939.2,10026.1,NaN,NaN
1593036000,10011.9,10118,9897.2,10107.9,NaN,NaN
1593122400,10102.1,10131,9836,9855.8,NaN,NaN
1593381600,9788.2,10008.7,9741.6,9998.1,NaN,NaN
1593468000,9985.4,10182.1,9951.2,10151.2,NaN,NaN
1593554400,10142.6,10319.7,10087.1,10266.2,NaN,NaN
1593640800,10262.5,10430.4,10256.5,10357.4,NaN,NaN
1593727200,10351,10398.7,10319.3,10338.6,NaN,NaN
1593986400,10352,10624.1,10351.2,10607.8,NaN,NaN
1594072800,10609.7,10703.6,10515.8,10535.8,NaN,NaN
1594159200,10531,10683,10514.7,10681.4,NaN,NaN
1594245600,10686.8,10783.5,10570.6,10734.9,NaN,NaN
1594332000,10731.6,10882.4,10636.3,10852,NaN,NaN
1594591200,10854.8,11068.5,10573.8,10609.3,NaN,NaN
1594677600,10608.4,10703.7,10370.6,10653.5,NaN,NaN
1594764000,10724.4,10777.4,10562.2,10698.2,NaN,NaN
1594850400,10695.1,10707.2,10485.8,10543.8,NaN,NaN
1594936800,10542.8,10678,10533,10632.8,NaN,NaN
1595196000,10625,10969.3,10556.3,10957.5,NaN,NaN
1595282400,10954.7,11067.7,10794.4,10855.9,NaN,NaN
1595368800,10856.9,10925.3,10772,10854,NaN,NaN
1595455200,10852.1,10947.7,10524.9,10575.9,NaN,NaN
1595541600,10572.5,10607.5,10312.8,10472.7,NaN,NaN
1595800800,10486.6,10694,10411.8,10693,NaN,NaN
1595887200,10687.1,10768.6,10525.7,10559.6,NaN,NaN
1595973600,10565.7,10710.9,10524.2,10710.6,NaN,NaN
1596060000,10704.4,10903.8,10513.7,10899.3,NaN,NaN
1596146400,10913.4,10947.4,10701.2,10924.6,NaN,NaN
1596405600,10939.7,11082.3,10884.9,11061.6,NaN,NaN
1596492000,11056.7,11103.4,10992.7,11086.8,NaN,NaN
1596578400,11084.6,11153.3,11065.2,11105.5,NaN,NaN
1596664800,11096,11279.2,11059.3,11266.6,NaN,NaN
1596751200,11259.2,11287.6,11041,11137.4,NaN,NaN
1597010400,11146.5,11152.2,10934.7,11085.7,NaN,NaN
1597096800,11068.5,11162,10851.1,10914.4,NaN,NaN
1597183200,10936.2,11190.2,10884.4,11123.5,NaN,NaN
1597269600,11115.4,11271.5,11100.1,11186.9,NaN,NaN
1597356000,11180.4,11241.4,11100.8,11150.4,NaN,NaN
1597615200,11153.3,11305.4,11153.3,11291.7,NaN,NaN
1597701600,11284.8,11419.5,11274,11418.4,NaN,NaN
1597788000,11410.1,11439.5,11301,11323.4,NaN,NaN
1597874400,11320.3,11498.1,11224,11482.2,NaN,NaN
1597960800,11479.1,11575.1,11409,11564.4,NaN,NaN
1598220000,11581.5,11724.5,11530.8,11635.6,NaN,NaN
1598306400,11633.7,11744.1,11577.8,11738.1,NaN,NaN
1598392800,11735.3,12004.3,11728.9,11986.8,NaN,NaN
1598479200,11979.3,12048.7,11837.7,11949.2,NaN,NaN
1598565600,11949.8,12020.6,11923,12005,NaN,NaN
1598824800,11999.6,12167.3,11991.2,12109.5,NaN,NaN
1598911200,12108.9,12331,12095.8,12330.5,NaN,NaN
1598997600,12320.3,12466.9,12174.4,12409.4,NaN,NaN
1599084000,12410.5,12438.2,11658.5,11802.3,NaN,NaN
1599170400,11734,11843,11142.3,11539.9,NaN,NaN
1599429600,11525.9,11546,11307.7,11502.1,NaN,NaN
1599516000,11502.7,11585,11041.8,11043.8,NaN,NaN
1599602400,11041.4,11478.9,10936.3,11371.1,NaN,NaN
1599688800,11379.8,11567.7,11090.2,11178.8,NaN,NaN
1599775200,11194.4,11357.7,10938.9,11061.7,NaN,NaN
1600034400,11115.4,11362.9,11103.6,11274.8,NaN,NaN
1600120800,11280.3,11495.4,11247.4,11461.5,NaN,NaN
1600207200,11462.9,11549.3,11237.5,11264.8,NaN,NaN
1600293600,11266,11302.3,10918.3,11080.5,NaN,NaN
1600380000,11070,11174.8,10757,10941.6,NaN,NaN
1600639200,10933.2,11023.8,10669.6,10993.3,NaN,NaN
1600725600,10978.8,11205.3,10912.5,11167.1,NaN,NaN
1600812000,11172,11236.5,10801.2,10834.7,NaN,NaN
1600898400,10808.3,11026.3,10676.2,10925.1,NaN,NaN
1600984800,10927.8,11181.1,10829.1,11153.5,NaN,NaN
1601244000,11164.1,11418.7,11155.4,11408.6,NaN,NaN
1601330400,11395.1,11463,11304.3,11334.3,NaN,NaN
1601416800,11357.1,11539.8,11181.6,11371.9,NaN,NaN
1601503200,11392.2,11611.4,11392.2,11584.5,NaN,NaN
1601589600,11578.1,11617.5,11218.8,11243.7,NaN,NaN
1601848800,11330.5,11511.1,11281.5,11483.7,NaN,NaN
1601935200,11479.5,11537.6,11209.8,11220.5,NaN,NaN
1602021600,11224.5,11518.4,11220.7,11485.1,NaN,NaN
1602108000,11479.7,11590.5,11479.7,11572.9,NaN,NaN
1602194400,11571.6,11738.9,11564.8,11738.9,NaN,NaN
1602453600,11715.4,12209.6,11705.4,12103.3,NaN,NaN
1602540000,12108.4,12263,12032.8,12094.2,NaN,NaN
1602626400,12089.4,12189.6,11915.2,11957,NaN,NaN
1602712800,11963.2,11994.6,11750.5,11895.5,NaN,NaN
1602799200,11900.9,12034.4,11805.4,11809.2,NaN,NaN
1603058400,11832.2,11963.4,11606.9,11705.7,NaN,NaN
1603144800,11714,11804.2,11611.5,11663.2,NaN,NaN
1603231200,11689.9,11791.3,11597.6,11699.4,NaN,NaN
1603317600,11686.1,11736.5,11524,11668.3,NaN,NaN
1603404000,11680.2,11702.7,11562.9,11674.9,NaN,NaN
1603663200,11638.8,11707.5,11355.3,11508.8,NaN,NaN
1603749600,11505.5,11634,11489.9,11567.5,NaN,NaN
1603836000,11560.2,11578.3,11136.6,11186,NaN,NaN
1603922400,11194.3,11468.5,11155.7,11255.2,NaN,NaN
1604008800,11224.5,11291.8,10957.8,11087.7,NaN,NaN
1604268000,11037.6,11225,10955.3,11080,NaN,NaN
1604354400,11078.2,11359.4,11078.2,11269.9,NaN,NaN
1604440800,11272.8,11852.4,11242.8,11772.1,NaN,NaN
1604527200,11836.6,12129.6,11782.3,12077.6,NaN,NaN
1604613600,12084.1,12116.9,11877.9,12089.4,NaN,NaN
1604872800,12166.5,12416.9,11822.7,11835.4,NaN,NaN
1604959200,11868.6,11909.8,11513.4,11632.4,NaN,NaN
1605045600,11633.3,11908.4,11585.3,11891.8,NaN,NaN
1605132000,11902.7,11984.1,11786.1,11834.1,NaN,NaN
1605218400,11862.5,11961,11810.3,11939.7,NaN,NaN
1605477600,11967.8,12071.5,11860.2,12021.8,NaN,NaN
1605564000,12088.5,12093,11962.6,11985,NaN,NaN
1605650400,11983.3,12032.7,11896.2,11897.4,NaN,NaN
1605736800,11875.8,12006.1,11811,11989.1,NaN,NaN
1605823200,11959.4,12027.1,11910,11911.4,NaN,NaN
1606082400,11906.5,12009,11816.5,11909.3,NaN,NaN
1606168800,11918.5,12101.5,11880.3,12082.5,NaN,NaN
1606255200,12100.8,12181.1,12086.1,12160.6,NaN,NaN
1606341600,12174.8,12229.9,12134,12157.1,NaN,NaN
1606428000,12157.2,12314.6,12143.9,12279.6,NaN,NaN
1606687200,12293,12341.9,12094.9,12283.4,NaN,NaN
1606773600,12331.4,12515.7,12315.6,12454.9,NaN,NaN
1606860000,12458.2,12475.4,12318.5,12460.3,NaN,NaN
1606946400,12470.8,12542,12446.1,12474.4,NaN,NaN
1607032800,12485.1,12534.2,12450.2,12530.9,NaN,NaN
1607292000,12522.7,12613.6,12477,12598.8,NaN,NaN
1607378400,12572,12654.6,12504.8,12639,NaN,NaN
1607464800,12659.3,12675.7,12309.1,12359.6,NaN,NaN
1607551200,12341.4,12452.6,12222.4,12402.4,NaN,NaN
1607637600,12390.3,12417.5,12239.4,12380.4,NaN,NaN
1607896800,12423,12556.2,12395.1,12464.2,NaN,NaN
1607983200,12472.3,12611.1,12430.7,12610.8,NaN,NaN
1608069600,12612.2,12716.2,12584.7,12684.6,NaN,NaN
1608156000,12689,12774.1,12683.8,12762.1,NaN,NaN
1608242400,12750.9,12799.8,12620.8,12712.2,NaN,NaN
1608501600,12765.6,12792.4,12474,12698.5,NaN,NaN
1608588000,12721.2,12773.3,12607.5,12727,NaN,NaN
1608674400,12711.2,12752.1,12643.4,12664.9,NaN,NaN
1608760800,12670.4,12737.3,12644.7,12715.1,NaN,NaN
1609106400,12669.4,12869.6,12669.4,12848.3,NaN,NaN
1609192800,12853.8,12932.3,12822.8,12860.3,NaN,NaN
1609279200,12867.6,12922.9,12834.6,12857.4,NaN,NaN
1609365600,12850.8,12908.9,12810.4,12883.9,NaN,NaN
1609711200,12906,12971.7,12535.7,12700.1,NaN,NaN
1609797600,12693.4,12813.3,12623.4,12802.1,NaN,NaN
1609884000,12811.2,12855.3,12503.8,12631,NaN,NaN
1609970400,12667.2,12970.7,12657.9,12937.3,NaN,NaN
1610056800,12935.9,13114.4,12930.9,13102.9,NaN,NaN
1610316000,13094.7,13117.2,12885.6,12910.3,NaN,NaN
1610402400,12924.3,12971.7,12780.8,12896.3,NaN,NaN
1610488800,12889.6,13016,12834.1,12981.7,NaN,NaN
1610575200,12984.9,13042.1,12894.4,12910.3,NaN,NaN
1610661600,12921.3,12943.2,12757.3,12813.4,NaN,NaN
1610920800,12788.1,12830.3,12740.4,12824.9,NaN,NaN
1611007200,12822,13019.2,12822,12998.7,NaN,NaN
1611093600,13039.5,13340.7,13033.1,13300.7,NaN,NaN
1611180000,13297.8,13436.7,13297.2,13411.2,NaN,NaN
1611266400,13406.8,13413.6,13314.8,13369.3,NaN,NaN
1611525600,13379,13568.5,13203.6,13488.4,NaN,NaN
1611612000,13465.9,13547,13392.7,13499,NaN,NaN
1611698400,13559.2,13600.8,13036.2,13133.7,NaN,NaN
1611784800,13047.6,13408.3,12921.2,13202.3,NaN,NaN
1611871200,13166.7,13199,12844.2,12924.4,NaN,NaN
1612130400,12857.2,13282.8,12740.4,13245,NaN,NaN
1612216800,13239.9,13505.6,13237.6,13458.1,NaN,NaN
1612303200,13513.4,13596.1,13401,13401.3,NaN,NaN
1612389600,13442.8,13562.4,13356.6,13561.5,NaN,NaN
1612476000,13563.3,13646.4,13528.2,13604.8,NaN,NaN
1612735200,13627.5,13700.2,13604.2,13693,NaN,NaN
1612821600,13686.9,13742.5,13638.9,13690,NaN,NaN
1612908000,13700.2,13776.7,13525.6,13657.8,NaN,NaN
1612994400,13664.9,13750.5,13620.2,13734,NaN,NaN
1613080800,13718.2,13817.6,13654.2,13811,NaN,NaN
1613340000,13830.9,13885.9,13813.9,13879.2,NaN,NaN
1613426400,13872,13907.8,13724.1,13770.1,NaN,NaN
1613512800,13756.9,13788.9,13548.5,13705,NaN,NaN
1613599200,13699.6,13725.7,13472.8,13642.5,NaN,NaN
1613685600,13638.3,13732.3,13539,13582.8,NaN,NaN
1613944800,13584.6,13632.2,13223.4,13230.5,NaN,NaN
1614031200,13227.2,13339.2,12763.2,13193.1,NaN,NaN
1614117600,13170.7,13311.1,12963.4,13297.7,NaN,NaN
1614204000,13304.8,13357.4,12768.4,12828.6,NaN,NaN
1614290400,12794.1,13092,12667.4,12897.3,NaN,NaN
1614549600,12971.1,13291.7,12950.8,13278.7,NaN,NaN
1614636000,13309.8,13332.2,13052.9,13062.6,NaN,NaN
1614722400,13057.9,13194.7,12679.7,12684.3,NaN,NaN
1614808800,12678.2,12799.5,12310,12474.2,NaN,NaN
1614895200,12433.3,12701.1,12212.6,12666,NaN,NaN
1615154400,12723.2,12763.9,12288.6,12302.9,NaN,NaN
1615240800,12336.8,12871,12330.6,12791.4,NaN,NaN
1615327200,12811.1,12996.7,12708.1,12756.4,NaN,NaN
1615413600,12790.1,13122.7,12727.9,13049.4,NaN,NaN
1615500000,13050.2,13097.4,12774.4,12943.6,NaN,NaN
1615759200,12949.5,13105.4,12879,13089.8,NaN,NaN
1615845600,13091.3,13303.1,13064,13170.7,NaN,NaN
1615932000,13168.3,13287.3,12951,13187.5,NaN,NaN
1616018400,13189.1,13282.9,12778.1,12806.8,NaN,NaN
1616104800,12806.5,12912.1,12696.5,12847.7,NaN,NaN
1616364000,12824.5,13174,12803.9,13080.4,NaN,NaN
1616450400,13080.2,13188.9,12996.3,13048.2,NaN,NaN
1616536800,13047.5,13161.4,12800.2,12812.8,NaN,NaN
1616623200,12813.3,12875.7,12626.5,12806.7,NaN,NaN
1616709600,12788.9,13004.4,12692.9,12976.2,NaN,NaN
1616968800,12956.1,13018.9,12823.3,12979.8,NaN,NaN
1617055200,12980.3,12999.2,12793.5,12906,NaN,NaN
1617141600,12906.4,13173,12874.3,13105,NaN,NaN
1617228000,13104.9,13347,13104.9,13343.9,NaN,NaN
1617314400,13343.8,13406.2,13341.3,13364.4,NaN,NaN
1617573600,13353.4,13629.7,13326.7,13614.4,NaN,NaN
1617660000,13614.5,13667.6,13538.7,13598,NaN,NaN
1617746400,13597.6,13655,13527.4,13635.9,NaN,NaN
1617832800,13635.6,13802.9,13629,13802.5,NaN,NaN
1617919200,13802.4,13853.6,13662.7,13844.4,NaN,NaN
1618178400,13822.3,13845,13746.6,13837.3,NaN,NaN
1618264800,13837.8,14008.1,13786.8,13988.4,NaN,NaN
1618351200,13989.3,14042.9,13787.4,13841.7,NaN,NaN
1618437600,13840.9,14047.7,13802.9,14013,NaN,NaN
1618524000,14011.9,14074.1,13967.6,14046.8,NaN,NaN
1618783200,14005.7,14066.4,13836,13907.7,NaN,NaN
1618869600,13908,13948.9,13734.8,13749.3,NaN,NaN
1618956000,13750.2,13941.4,13715,13907.4,NaN,NaN
1619042400,13898.9,13957.5,13716.5,13777.2,NaN,NaN
1619128800,13777,13995.6,13753.1,13940.1,NaN,NaN
1619388000,13938.8,14050.1,13880.6,14036.1,NaN,NaN
1619474400,14035.8,14063.1,13927.3,13965.7,NaN,NaN
1619560800,13965.4,14006.7,13893.2,13983.6,NaN,NaN
1619647200,13983.5,14078.4,13833.2,13959.3,NaN,NaN
1619733600,13959,13970.3,13833.7,13875,NaN,NaN
1619992800,13893.8,13960.6,13785.3,13798.6,NaN,NaN
1620079200,13798.8,13802.3,13393.8,13534.2,NaN,NaN
1620165600,13533.7,13678.2,13476.3,13497.9,NaN,NaN
1620252000,13497.9,13623,13401.7,13616.4,NaN,NaN
1620338400,13617,13823.7,13598.1,13715.7,NaN,NaN
1620597600,13746.2,13761.1,13314.8,13320.7,NaN,NaN
1620684000,13335.4,13385.2,13075,13326.8,NaN,NaN
1620770400,13326.6,13360.7,12969.7,12972.9,NaN,NaN
1620856800,12974.1,13232.9,12924.6,13099.5,NaN,NaN
1620943200,13100.1,13434.4,13079.2,13392,NaN,NaN
1621202400,13395.6,13455.8,13192.1,13322.2,NaN,NaN
1621288800,13322.2,13441,13186.7,13194.9,NaN,NaN
1621375200,13195.4,13248,12961,13224.2,NaN,NaN
1621461600,13224.9,13528.5,13157.1,13494.7,NaN,NaN
1621548000,13494.2,13574.8,13402.2,13414.3,NaN,NaN
1621807200,13379.1,13691.8,13362.9,13658,NaN,NaN
1621893600,13656.6,13744.3,13612.9,13675.1,NaN,NaN
1621980000,13674.7,13734,13661.8,13710,NaN,NaN
1622066400,13709.5,13725.5,13625.7,13698.1,NaN,NaN
1622152800,13697.8,13768.3,13667.8,13695.9,NaN,NaN
1622412000,13717.2,13723.7,13656.9,13660.5,NaN,NaN
1622498400,13659,13777.6,13597.7,13652.7,NaN,NaN
1622584800,13652.7,13715.8,13606.8,13681.8,NaN,NaN
1622671200,13680.9,13708.1,13464.8,13533,NaN,NaN
1622757600,13532.7,13785.6,13469.4,13769.1,NaN,NaN
1623016800,13772.5,13823.2,13693,13822.8,NaN,NaN
1623103200,13823.1,13916.7,13742,13812.4,NaN,NaN
1623189600,13812.6,13904.1,13804,13811.5,NaN,NaN
1623276000,13812.1,13975.4,13726.5,13972.2,NaN,NaN
1623362400,13972.5,14001.8,13937.5,13999.5,NaN,NaN
1623621600,14018.9,14141.1,13973.7,14125.4,NaN,NaN
1623708000,14125.7,14170.1,14016.6,14052.9,NaN,NaN
1623794400,14053.3,14111.9,13847.1,13948.4,NaN,NaN
1623880800,13947.3,14216.4,13858,14194.6,NaN,NaN
1623967200,14195.4,14221.9,14028.2,14057.7,NaN,NaN
1624226400,14041.2,14160,13974.9,14152.1,NaN,NaN
1624312800,14152.5,14294.8,14082.7,14285.7,NaN,NaN
1624399200,14284.8,14330.8,14247.9,14290.2,NaN,NaN
1624485600,14290.4,14437.6,14288.8,14374.4,NaN,NaN
1624572000,14374.6,14409.6,14328.8,14354.7,NaN,NaN
1624831200,14355.8,14534.9,14348.5,14519,NaN,NaN
