time,open,high,low,close,Volume,Volume MA
1460930400,1233.39,1241.61,1230.23,1231.85,0,0
1461016800,1232.13,1256.64,1227.9,1250.1,0,0
1461103200,1249.83,1257.98,1242.6,1243.55,0,0
1461189600,1242.66,1270.4,1242.66,1247.65,0,0
1461276000,1246.71,1252.63,1227.6,1232.26,0,0
1461535200,1232.21,1242.26,1230.3,1237.35,0,0
1461621600,1238.23,1244.88,1231.55,1243.35,0,0
1461708000,1244.03,1252.78,1239.73,1245.65,0,0
1461794400,1245.15,1269.62,1237.97,1265.85,0,0
1461880800,1265.77,1296.72,1265.2,1292.77,0,0
1462140000,1292.72,1303.76,1287.85,1291,0,0
1462226400,1291.22,1301.77,1282.4,1285.85,0,0
1462312800,1285.41,1289.75,1272.01,1279.35,0,0
1462399200,1279.14,1286.44,1269.1,1278,0,0
1462485600,1277.39,1295.6,1274.65,1288.03,0,0
1462744800,1287.52,1288.22,1261.58,1263.45,0,0
1462831200,1263.74,1270.01,1257.03,1265.15,0,0
1462917600,1265.53,1279.11,1264.97,1276.85,0,0
1463004000,1277.73,1280.88,1262,1262.85,0,0
1463090400,1263.36,1276.31,1263.1,1272.45,0,0
1463349600,1272.99,1288.8,1270.92,1273.45,0,0
1463436000,1273.32,1282.26,1269.25,1278.85,0,0
1463522400,1278.85,1281.6,1255.27,1258.45,0,0
1463608800,1257.78,1261.3,1243.96,1254.15,0,0
1463695200,1254.74,1260.19,1248.98,1251.95,0,0
1463954400,1251.9,1256.04,1243.3,1248.84,0,0
1464040800,1248.77,1252.21,1226.54,1226.55,0,0
1464127200,1227.14,1230.25,1217.96,1224.15,0,0
1464213600,1223.42,1234.3,1218.51,1219.6,0,0
1464300000,1219.56,1223.58,1207,1212.75,0,0
1464559200,1212.7,1213.45,1199.8,1205,0,0
1464645600,1206.14,1218.25,1205.89,1214.95,0,0
1464732000,1215.18,1220.44,1206.14,1212.05,0,0
1464818400,1213.61,1217.66,1210.01,1210.55,0,0
1464904800,1210.62,1244.75,1207.17,1243.82,0,0
1465164000,1244.4,1248.76,1240.08,1244.95,0,0
1465250400,1245.08,1246.59,1235,1243.25,0,0
1465336800,1243.93,1264.42,1243.16,1262.25,0,0
1465423200,1261.7,1271.72,1256.98,1269.05,0,0
1465509600,1268.74,1278.13,1264.76,1273.58,0,0
1465768800,1273.53,1287.2,1272.65,1283.05,0,0
1465855200,1283.2,1289.83,1276.52,1285.7,0,0
1465941600,1284.91,1296.84,1278.66,1291.82,0,0
1466028000,1291.77,1315.61,1277,1277,0,0
1466114400,1279.08,1299.58,1276.78,1298.18,0,0
1466373600,1298.47,1298.47,1278.1,1289.55,0,0
1466460000,1289.31,1294.26,1264.76,1267.85,0,0
1466546400,1268.64,1270.69,1261.41,1265.75,0,0
1466632800,1264.95,1271.94,1254.7,1256.32,0,0
1466719200,1251.58,1358.8,1250.65,1315.18,0,0
1466978400,1315.13,1335.43,1315.13,1324.35,0,0
1467064800,1324.34,1326.24,1305.5,1311.94,0,0
1467151200,1310.57,1327.82,1310.57,1318.05,0,0
1467237600,1317.33,1324.18,1313.03,1321.49,0,0
1467324000,1321.64,1344.53,1320.81,1340.67,0,0
1467583200,1340.62,1357.5,1336.16,1350.73,0,0
1467669600,1350.68,1357.62,1338.3,1355.95,0,0
1467756000,1355.19,1375.15,1355.19,1363.45,0,0
1467842400,1363.07,1370.71,1350.8,1359.9,0,0
1467928800,1359.24,1370.34,1335.4,1365.85,0,0
1468188000,1366.43,1375.12,1351.02,1355.15,0,0
1468274400,1355.09,1357.67,1330.4,1332.25,0,0
1468360800,1333.03,1345.33,1327.76,1342.19,0,0
1468447200,1343.52,1347.13,1320.36,1334.6,0,0
1468533600,1336.04,1338.8,1322.7,1337.29,0,0
1468792800,1337.29,1337.51,1323.7,1328.75,0,0
1468879200,1328.5,1335.04,1325.8,1331.75,0,0
1468965600,1331.4,1338.4,1312.85,1315.25,0,0
1469052000,1315.92,1333.91,1311,1330.75,0,0
1469138400,1331.05,1333.8,1319.88,1322.1,0,0
1469397600,1322.05,1323.84,1312.3,1315.25,0,0
1469484000,1315.4,1324.51,1313.97,1320.15,0,0
1469570400,1319.62,1342.42,1316,1339.5,0,0
1469656800,1339.17,1345.56,1332.73,1335.05,0,0
1469743200,1335.46,1355.11,1328.84,1350.57,0,0
1470002400,1350.8,1354.94,1346.52,1352.55,0,0
1470088800,1353.44,1367.3,1347.2,1363.55,0,0
1470175200,1363.37,1366.47,1354.2,1357.55,0,0
1470261600,1358.01,1365.01,1349.36,1361.15,0,0
1470348000,1360.5,1364.71,1334.91,1335.5,0,0
1470607200,1335.45,1338.32,1330.12,1335.15,0,0
1470693600,1335.29,1342.6,1330.74,1340.25,0,0
1470780000,1340.37,1357.3,1340.24,1346.05,0,0
1470866400,1346.8,1353.37,1335.98,1338.15,0,0
1470952800,1338.67,1356.39,1333.48,1335.49,0,0
1471212000,1335.74,1343.81,1335.74,1338.85,0,0
1471298400,1339.55,1358.05,1339.55,1345.65,0,0
1471384800,1345.5,1351.66,1336.27,1348.35,0,0
1471471200,1348.26,1356.09,1346.29,1353.8,0,0
1471557600,1352.09,1352.86,1337.9,1340.9,0,0
1471816800,1341.2,1341.2,1331.98,1338.65,0,0
1471903200,1338.74,1344.78,1335.42,1337.05,0,0
1471989600,1337.97,1340.13,1323.75,1323.75,0,0
1472076000,1323.97,1327.04,1318.2,1321.45,0,0
1472162400,1321.35,1342.26,1318.58,1320.59,0,0
1472421600,1320.94,1325.11,1315.08,1322.65,0,0
1472508000,1323.52,1325.48,1309.3,1310.45,0,0
1472594400,1311.61,1316.13,1304.38,1308.76,0,0
1472680800,1309.49,1315.12,1302.61,1313.05,0,0
1472767200,1314.24,1330.2,1305.11,1327.2,0,0
1473026400,1324.91,1328.63,1322.03,1326.83,0,0
1473112800,1326.78,1352.61,1325.04,1349.75,0,0
1473199200,1348.42,1352.58,1342.82,1344.25,0,0
1473285600,1344.78,1349.4,1335.61,1337.45,0,0
1473372000,1337.37,1339.57,1327.51,1327.51,0,0
1473631200,1327.84,1330.31,1320.6,1327.15,0,0
1473717600,1327.85,1332.1,1315.86,1318.05,0,0
1473804000,1319.18,1326.16,1313.73,1322.55,0,0
1473890400,1321.67,1328.45,1309.1,1313.95,0,0
1473976800,1314.66,1318.16,1306.38,1309.85,0,0
1474236000,1309.87,1318.41,1309.6,1312.84,0,0
1474322400,1312.79,1317.92,1312.19,1314.45,0,0
1474408800,1314.56,1337.06,1307.96,1335.15,0,0
1474495200,1334.69,1343.66,1331.4,1336.55,0,0
1474581600,1336.56,1340.61,1334,1337.34,0,0
1474840800,1337.29,1342.12,1332.9,1337.35,0,0
1474927200,1337.34,1339.51,1324.8,1327.22,0,0
1475013600,1326.51,1327.58,1318.19,1321.11,0,0
1475100000,1321.54,1325.83,1316.26,1320.13,0,0
1475186400,1320.11,1328.06,1313.46,1315.55,0,0
1475445600,1315.5,1319.62,1309.54,1311.56,0,0
1475532000,1312.17,1313.02,1267.13,1268.15,0,0
1475618400,1268.16,1277.16,1262.33,1267.21,0,0
1475704800,1266.13,1269.41,1250.05,1253.9,0,0
1475791200,1254.76,1265.4,1241.5,1257.39,0,0
1476050400,1257.34,1264.93,1256.8,1259.6,0,0
1476136800,1259.32,1262.19,1252.05,1252.05,0,0
1476223200,1252.26,1258.9,1249.94,1254.75,0,0
1476309600,1255.65,1262.31,1253.29,1257.25,0,0
1476396000,1257.81,1259.56,1246.26,1250,0,0
1476655200,1250.56,1257.24,1250.53,1254.9,0,0
1476741600,1254.51,1264.72,1254.51,1262.15,0,0
1476828000,1262.55,1273.35,1260.5,1268.95,0,0
1476914400,1269.38,1274.59,1263.1,1263.1,0,0
1477000800,1265.73,1268.01,1261.36,1265.71,0,0
1477260000,1265.62,1272,1260.57,1263.96,0,0
1477346400,1264.34,1276.69,1262.26,1273.45,0,0
1477432800,1274.01,1276.44,1264.88,1266.55,0,0
1477519200,1266.53,1272.78,1265.3,1268.05,0,0
1477605600,1268.06,1284.24,1261.9,1275.53,0,0
1477864800,1275.48,1279.5,1271.4,1276.75,0,0
1477951200,1276.86,1291.85,1275.75,1287.75,0,0
1478037600,1287.86,1307.99,1287.59,1296.8,0,0
1478124000,1296.93,1306.75,1285.7,1301.45,0,0
1478210400,1301.86,1307.14,1294.96,1303.7,0,0
1478469600,1292.95,1295.86,1278.34,1281.3,0,0
1478556000,1281.2,1290.64,1273.06,1275.4,0,0
1478642400,1275.29,1337.34,1268.52,1277.75,0,0
1478728800,1277.7,1292.21,1252.47,1258.6,0,0
1478815200,1258.5,1265.4,1219.33,1226.98,0,0
1479074400,1227.1,1231.35,1211.73,1220.9,0,0
1479160800,1221.2,1231.54,1219.15,1228.42,0,0
1479247200,1228.46,1233.1,1221.67,1225,0,0
1479333600,1224.83,1231.45,1211.28,1216.47,0,0
1479420000,1216.4,1217.8,1203.12,1208.29,0,0
1479679200,1208.3,1217.62,1205.83,1214,0,0
1479765600,1214,1221,1206.34,1212.1,0,0
1479852000,1212.1,1214.99,1181.92,1187.88,0,0
1479938400,1187.6,1190.9,1180.6,1183.86,0,0
1480024800,1181.38,1193.23,1171.07,1183.8,0,0
1480284000,1183.75,1197.6,1183.01,1193.5,0,0
1480370400,1193.5,1195.09,1181.2,1187.88,0,0
1480456800,1187.85,1194.95,1170.83,1172.89,0,0
1480543200,1173.2,1176.69,1160.95,1171.6,0,0
1480629600,1171.6,1178.16,1166.93,1177.05,0,0
1480888800,1176.53,1188.1,1157.3,1169.97,0,0
1480975200,1170.2,1175.3,1166.94,1169.5,0,0
1481061600,1169.5,1180.22,1165.81,1173.4,0,0
1481148000,1173.4,1178.68,1169.42,1170.6,0,0
1481234400,1170.6,1172.01,1156.43,1159.36,0,0
1481493600,1158.01,1165.81,1151.49,1162.1,0,0
1481580000,1162.2,1164.99,1154.8,1157.14,0,0
1481666400,1157.58,1165.36,1139.02,1142.9,0,0
1481752800,1142.57,1144.41,1122.81,1128.02,0,0
1481839200,1128.1,1141.25,1126.85,1134.71,0,0
1482098400,1134.52,1142.32,1133.97,1137.7,0,0
1482184800,1137.7,1139.76,1125.96,1132.3,0,0
1482271200,1132.2,1137.1,1129.59,1131.3,0,0
1482357600,1131.4,1134.08,1127.99,1127.99,0,0
1482444000,1127.97,1135.84,1127.97,1133.63,0,0
1482703200,1133.74,1133.74,1133.17,1133.17,0,0
1482789600,1133.5,1150.96,1131.92,1138.6,0,0
1482876000,1138.6,1144.47,1136.68,1141.03,0,0
1482962400,1141.5,1159.54,1141.5,1157.8,0,0
1483048800,1157.9,1163.21,1149.94,1150.62,0,0
1483394400,1151.49,1164.5,1146.23,1158.5,0,0
1483480800,1158.5,1167.9,1156.4,1163.4,0,0
1483567200,1163.21,1185.04,1163.19,1180.2,0,0
1483653600,1180.2,1182.92,1171.15,1172.13,0,0
1483912800,1172.26,1186.19,1172.17,1180.75,0,0
1483999200,1180.9,1190.61,1180.37,1187.5,0,0
1484085600,1187.5,1198.3,1177.37,1191.38,0,0
1484172000,1191.3,1206.94,1190.97,1195.15,0,0
1484258400,1195.03,1201.14,1188.02,1197.04,0,0
1484517600,1197.04,1208.61,1197.04,1202.42,0,0
1484604000,1202.85,1218.9,1202.85,1216.38,0,0
1484690400,1216.55,1217.75,1202.57,1203.9,0,0
1484776800,1203.92,1206.47,1196.06,1204.58,0,0
1484863200,1204.55,1214.9,1198.81,1209.87,0,0
1485122400,1209.82,1219.45,1209.14,1217.7,0,0
1485208800,1217.68,1220.12,1206.83,1208.57,0,0
1485295200,1208.66,1209.78,1193.44,1200.36,0,0
1485381600,1200.38,1202.62,1184.62,1188.3,0,0
1485468000,1188.41,1191.59,1180.74,1190.64,0,0
1485727200,1190.6,1199.41,1188.4,1195.37,0,0
1485813600,1195.35,1215.32,1193.95,1210.47,0,0
1485900000,1210.52,1213.23,1198.39,1209.5,0,0
1485986400,1209.59,1225.28,1208.65,1215.73,0,0
1486072800,1215.47,1221.36,1207.38,1220.2,0,0
1486332000,1220.05,1235.67,1218.93,1235.21,0,0
1486418400,1235.27,1235.78,1227.8,1233.46,0,0
1486504800,1233.5,1244.71,1230.27,1241.2,0,0
1486591200,1241.31,1244.46,1228.1,1228.1,0,0
1486677600,1228.1,1237.16,1221.85,1233.61,0,0
1486936800,1233.13,1233.58,1219.49,1225,0,0
1487023200,1225.05,1234.6,1222.08,1228.28,0,0
1487109600,1228.14,1233.5,1216.8,1233.5,0,0
1487196000,1233.4,1242.35,1232.33,1238.8,0,0
1487282400,1239.18,1243.78,1234.16,1234.16,0,0
1487541600,1234.92,1238.97,1232.64,1237.47,0,0
1487628000,1237.31,1238.84,1226.32,1235.6,0,0
1487714400,1235.51,1240.78,1231.42,1237.4,0,0
1487800800,1237.42,1251.08,1235.91,1249.3,0,0
1487887200,1249.52,1260.12,1247.99,1256.74,0,0
1488146400,1256.74,1263.87,1251.07,1252.59,0,0
1488232800,1252.67,1258.37,1247.82,1248.22,0,0
1488319200,1248.24,1250.6,1237.11,1249.37,0,0
1488405600,1249.28,1249.98,1231.1,1234.22,0,0
1488492000,1234.05,1236.29,1223.1,1234.41,0,0
1488751200,1234.35,1236.87,1225.08,1225.31,0,0
1488837600,1225.31,1227.16,1214.37,1215.6,0,0
1488924000,1215.6,1218.54,1206.82,1208.14,0,0
1489010400,1208.08,1209.01,1199.41,1201,0,0
1489096800,1201.01,1206.3,1195.13,1204.14,0,0
1489356000,1204.14,1211.16,1202.62,1203.65,0,0
1489442400,1203.67,1207.7,1197.2,1197.2,0,0
1489528800,1198.65,1222.01,1197.76,1219.05,0,0
1489615200,1218.98,1233.73,1218.31,1225.88,0,0
1489701600,1226.1,1231.66,1224.69,1228.6,0,0
1489960800,1229.31,1235.52,1229.31,1233.2,0,0
1490047200,1233.97,1247.55,1227.09,1244.05,0,0
1490133600,1243.98,1251.32,1243.98,1247.95,0,0
